make: Entering directory '/home/armorer/development/linux/tools/testing/selftests'
# ok 971 # SKIP write_invalid.Loopback.19
# ok 972 event_missing.Loopback.19
# ok 973 event_spurious.Loopback.19
# # PCM Slave Rate.0 value 48000 invalid for step 1 minimum 0
# not ok 974 get_value.Loopback.18
# # Loopback.18 PCM Slave Rate
# ok 975 name.Loopback.18
# # PCM Slave Rate is not writeable
# ok 976 # SKIP write_default.Loopback.18
# # PCM Slave Rate is not writeable
# ok 977 # SKIP write_valid.Loopback.18
# # PCM Slave Rate is not writeable
# ok 978 # SKIP write_invalid.Loopback.18
# ok 979 event_missing.Loopback.18
# ok 980 event_spurious.Loopback.18
# # PCM Slave Format.0 value 2 invalid for step 1 minimum 0
# not ok 981 get_value.Loopback.17
# # Loopback.17 PCM Slave Format
# ok 982 name.Loopback.17
# # PCM Slave Format is not writeable
# ok 983 # SKIP write_default.Loopback.17
# # PCM Slave Format is not writeable
# ok 984 # SKIP write_valid.Loopback.17
# # PCM Slave Format is not writeable
# ok 985 # SKIP write_invalid.Loopback.17
# ok 986 event_missing.Loopback.17
# ok 987 event_spurious.Loopback.17
# ok 988 get_value.Loopback.16
# # Loopback.16 PCM Slave Active
# ok 989 name.Loopback.16
# # PCM Slave Active is not writeable
# ok 990 # SKIP write_default.Loopback.16
# # PCM Slave Active is not writeable
# ok 991 # SKIP write_valid.Loopback.16
# # PCM Slave Active is not writeable
# ok 992 # SKIP write_invalid.Loopback.16
# ok 993 event_missing.Loopback.16
# ok 994 event_spurious.Loopback.16
# ok 995 get_value.Loopback.15
# # Loopback.15 PCM Notify
# # 0.15 PCM Notify is a writeable boolean but not a Switch
# not ok 996 name.Loopback.15
# ok 997 write_default.Loopback.15
# ok 998 write_valid.Loopback.15
# ok 999 write_invalid.Loopback.15
# ok 1000 event_missing.Loopback.15
# ok 1001 event_spurious.Loopback.15
# # PCM Rate Shift 100000.0 value 100000 invalid for step 1 minimum 80000
# not ok 1002 get_value.Loopback.14
# # Loopback.14 PCM Rate Shift 100000
# ok 1003 name.Loopback.14
# ok 1004 write_default.Loopback.14
# ok 1005 write_valid.Loopback.14
# ok 1006 write_invalid.Loopback.14
# ok 1007 event_missing.Loopback.14
# ok 1008 event_spurious.Loopback.14
# ok 1009 get_value.Loopback.13
# # Loopback.13 PCM Slave Access Mode
# ok 1010 name.Loopback.13
# # PCM Slave Access Mode is not writeable
# ok 1011 # SKIP write_default.Loopback.13
# # PCM Slave Access Mode is not writeable
# ok 1012 # SKIP write_valid.Loopback.13
# # PCM Slave Access Mode is not writeable
# ok 1013 # SKIP write_invalid.Loopback.13
# ok 1014 event_missing.Loopback.13
# ok 1015 event_spurious.Loopback.13
# # PCM Slave Channels.0 value 2 invalid for step 1 minimum 1
# not ok 1016 get_value.Loopback.12
# # Loopback.12 PCM Slave Channels
# ok 1017 name.Loopback.12
# # PCM Slave Channels is not writeable
# ok 1018 # SKIP write_default.Loopback.12
# # PCM Slave Channels is not writeable
# ok 1019 # SKIP write_valid.Loopback.12
# # PCM Slave Channels is not writeable
# ok 1020 # SKIP write_invalid.Loopback.12
# ok 1021 event_missing.Loopback.12
# ok 1022 event_spurious.Loopback.12
# # PCM Slave Rate.0 value 48000 invalid for step 1 minimum 0
# not ok 1023 get_value.Loopback.11
# # Loopback.11 PCM Slave Rate
# ok 1024 name.Loopback.11
# # PCM Slave Rate is not writeable
# ok 1025 # SKIP write_default.Loopback.11
# # PCM Slave Rate is not writeable
# ok 1026 # SKIP write_valid.Loopback.11
# # PCM Slave Rate is not writeable
# ok 1027 # SKIP write_invalid.Loopback.11
# ok 1028 event_missing.Loopback.11
# ok 1029 event_spurious.Loopback.11
# # PCM Slave Format.0 value 2 invalid for step 1 minimum 0
# not ok 1030 get_value.Loopback.10
# # Loopback.10 PCM Slave Format
# ok 1031 name.Loopback.10
# # PCM Slave Format is not writeable
# ok 1032 # SKIP write_default.Loopback.10
# # PCM Slave Format is not writeable
# ok 1033 # SKIP write_valid.Loopback.10
# # PCM Slave Format is not writeable
# ok 1034 # SKIP write_invalid.Loopback.10
# ok 1035 event_missing.Loopback.10
# ok 1036 event_spurious.Loopback.10
# ok 1037 get_value.Loopback.9
# # Loopback.9 PCM Slave Active
# ok 1038 name.Loopback.9
# # PCM Slave Active is not writeable
# ok 1039 # SKIP write_default.Loopback.9
# # PCM Slave Active is not writeable
# ok 1040 # SKIP write_valid.Loopback.9
# # PCM Slave Active is not writeable
# ok 1041 # SKIP write_invalid.Loopback.9
# ok 1042 event_missing.Loopback.9
# ok 1043 event_spurious.Loopback.9
# ok 1044 get_value.Loopback.8
# # Loopback.8 PCM Notify
# # 0.8 PCM Notify is a writeable boolean but not a Switch
# not ok 1045 name.Loopback.8
# ok 1046 write_default.Loopback.8
# ok 1047 write_valid.Loopback.8
# ok 1048 write_invalid.Loopback.8
# ok 1049 event_missing.Loopback.8
# ok 1050 event_spurious.Loopback.8
# # PCM Rate Shift 100000.0 value 100000 invalid for step 1 minimum 80000
# not ok 1051 get_value.Loopback.7
# # Loopback.7 PCM Rate Shift 100000
# ok 1052 name.Loopback.7
# ok 1053 write_default.Loopback.7
# ok 1054 write_valid.Loopback.7
# ok 1055 write_invalid.Loopback.7
# ok 1056 event_missing.Loopback.7
# ok 1057 event_spurious.Loopback.7
# ok 1058 get_value.Loopback.6
# # Loopback.6 PCM Slave Access Mode
# ok 1059 name.Loopback.6
# # PCM Slave Access Mode is not writeable
# ok 1060 # SKIP write_default.Loopback.6
# # PCM Slave Access Mode is not writeable
# ok 1061 # SKIP write_valid.Loopback.6
# # PCM Slave Access Mode is not writeable
# ok 1062 # SKIP write_invalid.Loopback.6
# ok 1063 event_missing.Loopback.6
# ok 1064 event_spurious.Loopback.6
# # PCM Slave Channels.0 value 2 invalid for step 1 minimum 1
# not ok 1065 get_value.Loopback.5
# # Loopback.5 PCM Slave Channels
# ok 1066 name.Loopback.5
# # PCM Slave Channels is not writeable
# ok 1067 # SKIP write_default.Loopback.5
# # PCM Slave Channels is not writeable
# ok 1068 # SKIP write_valid.Loopback.5
# # PCM Slave Channels is not writeable
# ok 1069 # SKIP write_invalid.Loopback.5
# ok 1070 event_missing.Loopback.5
# ok 1071 event_spurious.Loopback.5
# # PCM Slave Rate.0 value 48000 invalid for step 1 minimum 0
# not ok 1072 get_value.Loopback.4
# # Loopback.4 PCM Slave Rate
# ok 1073 name.Loopback.4
# # PCM Slave Rate is not writeable
# ok 1074 # SKIP write_default.Loopback.4
# # PCM Slave Rate is not writeable
# ok 1075 # SKIP write_valid.Loopback.4
# # PCM Slave Rate is not writeable
# ok 1076 # SKIP write_invalid.Loopback.4
# ok 1077 event_missing.Loopback.4
# ok 1078 event_spurious.Loopback.4
# # PCM Slave Format.0 value 2 invalid for step 1 minimum 0
# not ok 1079 get_value.Loopback.3
# # Loopback.3 PCM Slave Format
# ok 1080 name.Loopback.3
# # PCM Slave Format is not writeable
# ok 1081 # SKIP write_default.Loopback.3
# # PCM Slave Format is not writeable
# ok 1082 # SKIP write_valid.Loopback.3
# # PCM Slave Format is not writeable
# ok 1083 # SKIP write_invalid.Loopback.3
# ok 1084 event_missing.Loopback.3
# ok 1085 event_spurious.Loopback.3
# ok 1086 get_value.Loopback.2
# # Loopback.2 PCM Slave Active
# ok 1087 name.Loopback.2
# # PCM Slave Active is not writeable
# ok 1088 # SKIP write_default.Loopback.2
# # PCM Slave Active is not writeable
# ok 1089 # SKIP write_valid.Loopback.2
# # PCM Slave Active is not writeable
# ok 1090 # SKIP write_invalid.Loopback.2
# ok 1091 event_missing.Loopback.2
# ok 1092 event_spurious.Loopback.2
# ok 1093 get_value.Loopback.1
# # Loopback.1 PCM Notify
# # 0.1 PCM Notify is a writeable boolean but not a Switch
# not ok 1094 name.Loopback.1
# ok 1095 write_default.Loopback.1
# ok 1096 write_valid.Loopback.1
# ok 1097 write_invalid.Loopback.1
# ok 1098 event_missing.Loopback.1
# ok 1099 event_spurious.Loopback.1
# # PCM Rate Shift 100000.0 value 100000 invalid for step 1 minimum 80000
# not ok 1100 get_value.Loopback.0
# # Loopback.0 PCM Rate Shift 100000
# ok 1101 name.Loopback.0
# ok 1102 write_default.Loopback.0
# ok 1103 write_valid.Loopback.0
# ok 1104 write_invalid.Loopback.0
# ok 1105 event_missing.Loopback.0
# ok 1106 event_spurious.Loopback.0
# # Totals: pass:725 fail:81 xfail:0 xpass:0 skip:300 error:0
ok 1 selftests: alsa: mixer-test
# timeout set to 45
# selftests: alsa: pcm-test
# TAP version 13
# # Card 0/Loopback - Loopback (Loopback 1)
# # Loopback.0 - Loopback PCM
# # Loopback.0 - Loopback PCM
# # Loopback.0 - Loopback PCM
# # Loopback.0 - Loopback PCM
# # Card 1/VirMIDI - VirMIDI (Virtual MIDI Card 1)
# # Card 2/pcmtest - PCM-Test (PCM-Test virtual driver)
# # pcmtest.0 - PCMTest
# # pcmtest.0 - PCMTest
# # Card 3/PCH - HDA Intel PCH (HDA Intel PCH at 0xd1314000 irq 53)
# # PCH.0 - CX20751/2 Analog
# # PCH.0 - CX20751/2 Analog
# # Card 4/HDMI - HDA Intel HDMI (HDA Intel HDMI at 0xd1310000 irq 57)
# # HDMI.0 - HDMI 0
# # HDMI.0 - HDMI 1
# # HDMI.0 - HDMI 2
# 1..371
# # default.time1.HDMI.8.0.PLAYBACK - 8kHz mono large periods
# # default.time1.pcmtest.0.7.CAPTURE - 8kHz mono large periods
# # default.time1.PCH.0.0.CAPTURE - 8kHz mono large periods
# # default.time1.Loopback.1.7.CAPTURE - 8kHz mono large periods
# # default.time1.Loopback.1.7.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.1.8000.32000 sw_params.8000
# # default.time1.pcmtest.0.7.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.1.8000.32000 sw_params.8000
# ok 1 # SKIP default.time1.HDMI.8.0.PLAYBACK
# # snd_pcm_hw_params_set_channels 1: Invalid argument
# # default.time2.HDMI.8.0.PLAYBACK - 8kHz stereo large periods
# ok 2 # SKIP default.time2.HDMI.8.0.PLAYBACK
# # rate mismatch 8000 != 32000
# # default.time3.HDMI.8.0.PLAYBACK - 44.1kHz stereo large periods
# ok 3 # SKIP default.time1.PCH.0.0.CAPTURE
# # snd_pcm_hw_params_set_channels 1: Invalid argument
# # default.time2.PCH.0.0.CAPTURE - 8kHz stereo large periods
# # default.time3.HDMI.8.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.44100.2.22496.202464 sw_params.202464
# ok 4 # SKIP default.time2.PCH.0.0.CAPTURE
# # rate mismatch 8000 != 44100
# # default.time3.PCH.0.0.CAPTURE - 44.1kHz stereo large periods
# # default.time3.PCH.0.0.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.44100.2.22500.202500 sw_params.22500
# ok 5 default.time1.Loopback.1.7.CAPTURE
# # default.time2.Loopback.1.7.CAPTURE - 8kHz stereo large periods
# # default.time2.Loopback.1.7.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.2.8000.32000 sw_params.8000
# ok 6 default.time3.HDMI.8.0.PLAYBACK
# # default.time4.HDMI.8.0.PLAYBACK - 48kHz stereo small periods
# # default.time4.HDMI.8.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.48000.2.512.4096 sw_params.4096
# ok 7 default.time3.PCH.0.0.CAPTURE
# # default.time4.PCH.0.0.CAPTURE - 48kHz stereo small periods
# # default.time4.PCH.0.0.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.512.4096 sw_params.512
# ok 8 default.time1.pcmtest.0.7.CAPTURE
# # default.time2.pcmtest.0.7.CAPTURE - 8kHz stereo large periods
# # default.time2.pcmtest.0.7.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.2.8000.32000 sw_params.8000
# ok 9 default.time4.HDMI.8.0.PLAYBACK
# # default.time5.HDMI.8.0.PLAYBACK - 48kHz stereo large periods
# ok 10 default.time4.PCH.0.0.CAPTURE
# # default.time5.HDMI.8.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.48000.2.24000.192000 sw_params.192000
# # default.time5.PCH.0.0.CAPTURE - 48kHz stereo large periods
# # default.time5.PCH.0.0.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.24000.192000 sw_params.24000
# ok 11 default.time2.Loopback.1.7.CAPTURE
# # default.time3.Loopback.1.7.CAPTURE - 44.1kHz stereo large periods
# # default.time3.Loopback.1.7.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.44100.2.22500.202500 sw_params.22500
# ok 12 default.time2.pcmtest.0.7.CAPTURE
# # default.time3.pcmtest.0.7.CAPTURE - 44.1kHz stereo large periods
# # default.time3.pcmtest.0.7.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.44100.2.8192.32768 sw_params.8192
# ok 13 default.time5.HDMI.8.0.PLAYBACK
# # default.time6.HDMI.8.0.PLAYBACK - 48kHz 6 channel large periods
# ok 14 default.time5.PCH.0.0.CAPTURE
# # default.time6.PCH.0.0.CAPTURE - 48kHz 6 channel large periods
# # default.time6.HDMI.8.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.48000.2.48000.576000 sw_params.576000
# # default.time6.PCH.0.0.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.48000.576000 sw_params.48000
# ok 15 default.time3.Loopback.1.7.CAPTURE
# # default.time4.Loopback.1.7.CAPTURE - 48kHz stereo small periods
# # default.time4.Loopback.1.7.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.512.4096 sw_params.512
# ok 16 default.time3.pcmtest.0.7.CAPTURE
# # default.time4.pcmtest.0.7.CAPTURE - 48kHz stereo small periods
# # default.time4.pcmtest.0.7.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.1024.4096 sw_params.1024
# not ok 17 default.time4.pcmtest.0.7.CAPTURE
# # expected 48000, wrote -5
# # default.time5.pcmtest.0.7.CAPTURE - 48kHz stereo large periods
# # default.time5.pcmtest.0.7.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.8192.32768 sw_params.8192
# ok 18 default.time6.HDMI.8.0.PLAYBACK
# # default.time7.HDMI.8.0.PLAYBACK - 96kHz stereo large periods
# ok 19 default.time6.PCH.0.0.CAPTURE
# # default.time7.PCH.0.0.CAPTURE - 96kHz stereo large periods
# # default.time7.HDMI.8.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.96000.2.48000.192000 sw_params.192000
# # default.time7.PCH.0.0.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.96000.2.48000.192000 sw_params.48000
# ok 20 default.time4.Loopback.1.7.CAPTURE
# # default.time5.Loopback.1.7.CAPTURE - 48kHz stereo large periods
# # default.time5.Loopback.1.7.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.24000.192000 sw_params.24000
# ok 21 default.time5.pcmtest.0.7.CAPTURE
# # default.time6.pcmtest.0.7.CAPTURE - 48kHz 6 channel large periods
# # default.time6.pcmtest.0.7.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.8192.32768 sw_params.8192
# ok 22 default.time7.PCH.0.0.CAPTURE
# # default.time1.PCH.0.0.PLAYBACK - 8kHz mono large periods
# ok 23 # SKIP default.time1.PCH.0.0.PLAYBACK
# # snd_pcm_hw_params_set_channels 1: Invalid argument
# ok 24 default.time7.HDMI.8.0.PLAYBACK
# # default.time2.PCH.0.0.PLAYBACK - 8kHz stereo large periods
# # default.time1.HDMI.7.0.PLAYBACK - 8kHz mono large periods
# ok 25 # SKIP default.time2.PCH.0.0.PLAYBACK
# # rate mismatch 8000 != 44100
# ok 26 # SKIP default.time1.HDMI.7.0.PLAYBACK
# # snd_pcm_hw_params_set_channels 1: Invalid argument
# # default.time2.HDMI.7.0.PLAYBACK - 8kHz stereo large periods
# # default.time3.PCH.0.0.PLAYBACK - 44.1kHz stereo large periods
# ok 27 # SKIP default.time2.HDMI.7.0.PLAYBACK
# # rate mismatch 8000 != 32000
# # default.time3.HDMI.7.0.PLAYBACK - 44.1kHz stereo large periods
# # default.time3.HDMI.7.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.44100.2.22496.202464 sw_params.202464
# # default.time3.PCH.0.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.44100.2.22500.202500 sw_params.202500
# ok 28 default.time5.Loopback.1.7.CAPTURE
# # default.time6.Loopback.1.7.CAPTURE - 48kHz 6 channel large periods
# # default.time6.Loopback.1.7.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.48000.480000 sw_params.48000
# ok 29 default.time6.pcmtest.0.7.CAPTURE
# # default.time7.pcmtest.0.7.CAPTURE - 96kHz stereo large periods
# ok 30 # SKIP default.time7.pcmtest.0.7.CAPTURE
# # rate mismatch 96000 != 48000
# # default.time1.pcmtest.0.6.CAPTURE - 8kHz mono large periods
# # default.time1.pcmtest.0.6.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.1.8000.32000 sw_params.8000
# ok 31 default.time3.HDMI.7.0.PLAYBACK
# # default.time4.HDMI.7.0.PLAYBACK - 48kHz stereo small periods
# ok 32 default.time3.PCH.0.0.PLAYBACK
# # default.time4.PCH.0.0.PLAYBACK - 48kHz stereo small periods
# # default.time4.HDMI.7.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.48000.2.512.4096 sw_params.4096
# # default.time4.PCH.0.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.48000.2.512.4096 sw_params.4096
# ok 33 default.time6.Loopback.1.7.CAPTURE
# # default.time7.Loopback.1.7.CAPTURE - 96kHz stereo large periods
# # default.time7.Loopback.1.7.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.96000.2.48000.192000 sw_params.48000
# ok 34 default.time1.pcmtest.0.6.CAPTURE
# # default.time2.pcmtest.0.6.CAPTURE - 8kHz stereo large periods
# # default.time2.pcmtest.0.6.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.2.8000.32000 sw_params.8000
# ok 35 default.time4.HDMI.7.0.PLAYBACK
# # default.time5.HDMI.7.0.PLAYBACK - 48kHz stereo large periods
# ok 36 default.time4.PCH.0.0.PLAYBACK
# # default.time5.PCH.0.0.PLAYBACK - 48kHz stereo large periods
# # default.time5.HDMI.7.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.48000.2.24000.192000 sw_params.192000
# # default.time5.PCH.0.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.48000.2.24000.192000 sw_params.192000
# ok 37 default.time7.Loopback.1.7.CAPTURE
# # default.time1.Loopback.1.6.CAPTURE - 8kHz mono large periods
# # default.time1.Loopback.1.6.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.1.8000.32000 sw_params.8000
# ok 38 default.time2.pcmtest.0.6.CAPTURE
# # default.time3.pcmtest.0.6.CAPTURE - 44.1kHz stereo large periods
# # default.time3.pcmtest.0.6.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.44100.2.8192.32768 sw_params.8192
# ok 39 default.time5.PCH.0.0.PLAYBACK
# # default.time6.PCH.0.0.PLAYBACK - 48kHz 6 channel large periods
# # default.time6.PCH.0.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.48000.2.48000.576000 sw_params.576000
# ok 40 default.time5.HDMI.7.0.PLAYBACK
# # default.time6.HDMI.7.0.PLAYBACK - 48kHz 6 channel large periods
# # default.time6.HDMI.7.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.48000.2.48000.576000 sw_params.576000
# ok 41 default.time1.Loopback.1.6.CAPTURE
# # default.time2.Loopback.1.6.CAPTURE - 8kHz stereo large periods
# # default.time2.Loopback.1.6.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.2.8000.32000 sw_params.8000
# ok 42 default.time3.pcmtest.0.6.CAPTURE
# # default.time4.pcmtest.0.6.CAPTURE - 48kHz stereo small periods
# # default.time4.pcmtest.0.6.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.1024.4096 sw_params.1024
# not ok 43 default.time4.pcmtest.0.6.CAPTURE
# # expected 48000, wrote -5
# # default.time5.pcmtest.0.6.CAPTURE - 48kHz stereo large periods
# # default.time5.pcmtest.0.6.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.8192.32768 sw_params.8192
# ok 44 default.time6.PCH.0.0.PLAYBACK
# # default.time7.PCH.0.0.PLAYBACK - 96kHz stereo large periods
# ok 45 default.time6.HDMI.7.0.PLAYBACK
# # default.time7.HDMI.7.0.PLAYBACK - 96kHz stereo large periods
# # default.time7.PCH.0.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.96000.2.48000.192000 sw_params.192000
# # default.time7.HDMI.7.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.96000.2.48000.192000 sw_params.192000
# ok 46 default.time2.Loopback.1.6.CAPTURE
# # default.time3.Loopback.1.6.CAPTURE - 44.1kHz stereo large periods
# # default.time3.Loopback.1.6.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.44100.2.22500.202500 sw_params.22500
# ok 47 default.time5.pcmtest.0.6.CAPTURE
# # default.time6.pcmtest.0.6.CAPTURE - 48kHz 6 channel large periods
# # default.time6.pcmtest.0.6.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.8192.32768 sw_params.8192
# ok 48 default.time7.PCH.0.0.PLAYBACK
# ok 49 default.time7.HDMI.7.0.PLAYBACK
# # default.time1.HDMI.3.0.PLAYBACK - 8kHz mono large periods
# ok 50 # SKIP default.time1.HDMI.3.0.PLAYBACK
# # snd_pcm_hw_params_set_channels 1: Invalid argument
# # default.time2.HDMI.3.0.PLAYBACK - 8kHz stereo large periods
# ok 51 # SKIP default.time2.HDMI.3.0.PLAYBACK
# # rate mismatch 8000 != 32000
# # default.time3.HDMI.3.0.PLAYBACK - 44.1kHz stereo large periods
# # default.time3.HDMI.3.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.44100.2.22496.202464 sw_params.202464
# ok 52 default.time3.Loopback.1.6.CAPTURE
# # default.time4.Loopback.1.6.CAPTURE - 48kHz stereo small periods
# # default.time4.Loopback.1.6.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.512.4096 sw_params.512
# ok 53 default.time6.pcmtest.0.6.CAPTURE
# # default.time7.pcmtest.0.6.CAPTURE - 96kHz stereo large periods
# ok 54 # SKIP default.time7.pcmtest.0.6.CAPTURE
# # rate mismatch 96000 != 48000
# # default.time1.pcmtest.0.5.CAPTURE - 8kHz mono large periods
# # default.time1.pcmtest.0.5.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.1.8000.32000 sw_params.8000
# ok 55 default.time3.HDMI.3.0.PLAYBACK
# # default.time4.HDMI.3.0.PLAYBACK - 48kHz stereo small periods
# # default.time4.HDMI.3.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.48000.2.512.4096 sw_params.4096
# ok 56 default.time4.Loopback.1.6.CAPTURE
# # default.time5.Loopback.1.6.CAPTURE - 48kHz stereo large periods
# # default.time5.Loopback.1.6.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.24000.192000 sw_params.24000
# ok 57 default.time1.pcmtest.0.5.CAPTURE
# # default.time2.pcmtest.0.5.CAPTURE - 8kHz stereo large periods
# # default.time2.pcmtest.0.5.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.2.8000.32000 sw_params.8000
# ok 58 default.time4.HDMI.3.0.PLAYBACK
# # default.time5.HDMI.3.0.PLAYBACK - 48kHz stereo large periods
# # default.time5.HDMI.3.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.48000.2.24000.192000 sw_params.192000
# ok 59 default.time5.Loopback.1.6.CAPTURE
# # default.time6.Loopback.1.6.CAPTURE - 48kHz 6 channel large periods
# # default.time6.Loopback.1.6.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.48000.480000 sw_params.48000
# ok 60 default.time2.pcmtest.0.5.CAPTURE
# # default.time3.pcmtest.0.5.CAPTURE - 44.1kHz stereo large periods
# # default.time3.pcmtest.0.5.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.44100.2.8192.32768 sw_params.8192
# ok 61 default.time5.HDMI.3.0.PLAYBACK
# # default.time6.HDMI.3.0.PLAYBACK - 48kHz 6 channel large periods
# # default.time6.HDMI.3.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.48000.2.48000.576000 sw_params.576000
# ok 62 default.time6.Loopback.1.6.CAPTURE
# # default.time7.Loopback.1.6.CAPTURE - 96kHz stereo large periods
# # default.time7.Loopback.1.6.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.96000.2.48000.192000 sw_params.48000
# ok 63 default.time3.pcmtest.0.5.CAPTURE
# # default.time4.pcmtest.0.5.CAPTURE - 48kHz stereo small periods
# # default.time4.pcmtest.0.5.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.1024.4096 sw_params.1024
# not ok 64 default.time4.pcmtest.0.5.CAPTURE
# # expected 48000, wrote -5
# # default.time5.pcmtest.0.5.CAPTURE - 48kHz stereo large periods
# # default.time5.pcmtest.0.5.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.8192.32768 sw_params.8192
# ok 65 default.time6.HDMI.3.0.PLAYBACK
# # default.time7.HDMI.3.0.PLAYBACK - 96kHz stereo large periods
# # default.time7.HDMI.3.0.PLAYBACK hw_params.RW_INTERLEAVED.S16_LE.96000.2.48000.192000 sw_params.192000
# ok 66 default.time7.Loopback.1.6.CAPTURE
# # default.time1.Loopback.1.5.CAPTURE - 8kHz mono large periods
# # default.time1.Loopback.1.5.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.1.8000.32000 sw_params.8000
# ok 67 default.time5.pcmtest.0.5.CAPTURE
# # default.time6.pcmtest.0.5.CAPTURE - 48kHz 6 channel large periods
# # default.time6.pcmtest.0.5.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.8192.32768 sw_params.8192
# ok 68 default.time7.HDMI.3.0.PLAYBACK
# ok 69 default.time1.Loopback.1.5.CAPTURE
# # default.time2.Loopback.1.5.CAPTURE - 8kHz stereo large periods
# # default.time2.Loopback.1.5.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.2.8000.32000 sw_params.8000
# ok 70 default.time6.pcmtest.0.5.CAPTURE
# # default.time7.pcmtest.0.5.CAPTURE - 96kHz stereo large periods
# ok 71 # SKIP default.time7.pcmtest.0.5.CAPTURE
# # rate mismatch 96000 != 48000
# # default.time1.pcmtest.0.4.CAPTURE - 8kHz mono large periods
# # default.time1.pcmtest.0.4.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.1.8000.32000 sw_params.8000
# ok 72 default.time2.Loopback.1.5.CAPTURE
# # default.time3.Loopback.1.5.CAPTURE - 44.1kHz stereo large periods
# # default.time3.Loopback.1.5.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.44100.2.22500.202500 sw_params.22500
# ok 73 default.time1.pcmtest.0.4.CAPTURE
# # default.time2.pcmtest.0.4.CAPTURE - 8kHz stereo large periods
# # default.time2.pcmtest.0.4.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.2.8000.32000 sw_params.8000
# ok 74 default.time3.Loopback.1.5.CAPTURE
# # default.time4.Loopback.1.5.CAPTURE - 48kHz stereo small periods
# # default.time4.Loopback.1.5.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.512.4096 sw_params.512
# ok 75 default.time2.pcmtest.0.4.CAPTURE
# # default.time3.pcmtest.0.4.CAPTURE - 44.1kHz stereo large periods
